team,department,subdepartment,employee,title
chc,Sales and Partnerships,Corporate Partnerships,Brian O'Connor,"Assistant Director, Corporate Partnerships Sales Operations"
chc,Sales and Partnerships,Corporate Partnerships,Alex Seyferth,Account Executive
chc,Sales and Partnerships,Corporate Partnerships,Ashley Strid,Account Executive
chc,Sales and Partnerships,Corporate Partnerships,Ryan Balogh,Account Manager
chc,Sales and Partnerships,Corporate Partnerships,Andrea Burke,Account Manager
chc,Sales and Partnerships,Corporate Partnerships,Piper Mead,Account Manager
chc,Sales and Partnerships,Corporate Partnerships,Carrie Collins,Activation Specialist
chc,Sales and Partnerships,Corporate Partnerships,Lauren Shadid,Activation Specialist
chc,Sales and Partnerships,Corporate Partnerships,Adriana Villanueva,Activation Specialist
chc,Sales and Partnerships,Corporate Partnerships,Ashley Beirne,Sales Specialist
chc,Sales and Partnerships,Corporate Partnerships,Lauren McIntyre,Sales Specialist
chc,Sales and Partnerships,Corporate Partnerships,Natalie McKerjee,Sales Specialist
chc,Sales and Partnerships,Corporate Partnerships,Jamie King,"Coordinator, Corporate Partnerships"
chc,Sales and Partnerships,Ticket Sales,Andy Blackburn,"Director, Ticket Sales"
chc,Sales and Partnerships,Ticket Sales,Nathan Strick,"Manager, Chicago Cubs Sales Development Program & Group Sales"
chc,Sales and Partnerships,Ticket Sales,Evans Adonis,"Account Executive, Premier Sales "
chc,Sales and Partnerships,Ticket Sales,Louis Artiaga,"Account Executive, Premier Sales"
chc,Sales and Partnerships,Ticket Sales,Tom Grossinger,"Account Executive, Premier Sales"
chc,Sales and Partnerships,Ticket Sales,Colleen Pastuovic,"Sales Specialist, Premier Sales"
chc,Sales and Partnerships,Ticket Sales,Steve Brauer,Group Sales Representative
chc,Sales and Partnerships,Ticket Sales,Jason Tuton,Group Sales Representative
chc,Sales and Partnerships,Ticket Sales,Tony Battaglia,Ticket Sales Representative
chc,Sales and Partnerships,Ticket Sales,Abbie Brewer,Ticket Sales Representative
chc,Sales and Partnerships,Ticket Sales,Diego Chahda,Ticket Sales Representative
chc,Sales and Partnerships,Ticket Sales,Lance Chapple,Ticket Sales Representative
chc,Sales and Partnerships,Ticket Sales,Jacob Gilbertson,Ticket Sales Representative
chc,Sales and Partnerships,Ticket Sales,Mike Kluczny,Ticket Sales Representative
chc,Sales and Partnerships,Ticket Sales,Chelsea Naylor,Ticket Sales Representative
chc,Sales and Partnerships,Ticket Sales,Patrick Nickerson,Ticket Sales Representative
chc,Sales and Partnerships,Ticket Sales,Gianna Siragusa,Ticket Sales Representative
chc,Sales and Partnerships,Ticket Sales,Samantha Thrower,Ticket Sales Representative
chc,Sales and Partnerships,Ticket Operations,Cale Vennum,"Director, Ticket Operations"
chc,Sales and Partnerships,Ticket Operations,Miguel DeJesus,"Manager, Wrigley Field Ticket Office"
chc,Sales and Partnerships,Ticket Operations,Evan Hill,"Manager, Fan Services & Tour Experiences"
chc,Sales and Partnerships,Ticket Operations,Whitney Irwin,"Manager, Ticket Operations"
chc,Sales and Partnerships,Ticket Operations,Jessica Carravallah,"Coordinator, Ticket Operations"
chc,Sales and Partnerships,Ticket Operations,Michael Domingo,"Coordinator, Ticket Operations"
chc,Sales and Partnerships,Ticket Operations,Brenda Morgan,Switchboard Operator/Receptionist
chc,Sales and Partnerships,Ticket Operations,Madeline Agathen,Fan Service Associate
chc,Sales and Partnerships,Ticket Operations,Kyle Colvin,Fan Service Associate
chc,Sales and Partnerships,Ticket Operations,Chris Rhyce,Fan Service Associate
chc,Sales and Partnerships,Ticket Operations,Alex Roberts,Fan Service Associate
chc,Sales and Partnerships,Ticket Operations,Betsy Schwartz,Fan Service Associate
chc,Sales and Partnerships,Ticket Operations,Stephani Young,Fan Service Associate
chc,Sales and Partnerships,Ticket Services,Brian Garza,"Director, Ticket Service"
chc,Sales and Partnerships,Ticket Services,Brad Nagel,"Manager, Ticket Service"
chc,Sales and Partnerships,Ticket Services,Brittany Hilton,"Manager, Premier Service"
chc,Sales and Partnerships,Ticket Services,Karry Kerness,"Manager, Season Ticket Service"
chc,Sales and Partnerships,Ticket Services,Kevin Enerson,"Manager, Season Ticket Service"
chc,Sales and Partnerships,Ticket Services,Mike Bolz,Season Ticket Holder Service Representative
chc,Sales and Partnerships,Ticket Services,Jennifer Conlin,Season Ticket Holder Service Representative
chc,Sales and Partnerships,Ticket Services,Zach Conti,Season Ticket Holder Service Representative
chc,Sales and Partnerships,Ticket Services,Tom Fitzgerald,Season Ticket Holder Service Representative
chc,Sales and Partnerships,Ticket Services,Regina Nicholson,Season Ticket Holder Service Representative
chc,Sales and Partnerships,Ticket Services,Kristi King,"Coordinator, Premier Service and Event"
chc,Wrigley Field Gameday Personnel,Ticket Services,Andrew Belleson,Public Address Announcer
chc,Wrigley Field Gameday Personnel,Ticket Services,Gary Pressy,Organist
chc,Wrigley Field Gameday Personnel,Ticket Services,Tom  Farinella,Umpires Room Attendant
chc,Wrigley Field Gameday Personnel,Ticket Services,Phyllis Donnan,Nurse
atl,Officer/Executives,None,Terry McGuirk,Chairman and CEO
atl,Officer/Executives,None,John Schuerholz,President
atl,Officer/Executives,None,Frank Wren,Executive Vice President and General Manager
atl,Officer/Executives,None,Bruce J. Manno,Vice President and Assistant GM/Player Development
atl,Officer/Executives,None,Mike Plant,Executive Vice President of Business Operations
atl,Officer/Executives,None,Derek Schiller,Executive Vice President of Sales and Marketing
atl,Officer/Executives,None,Henry Aaron,Senior Vice President
atl,Officer/Executives,None,Chip Moore,Chief Financial Officer
atl,Officer/Executives,None,Greg Heller,Senior Vice President & General Counsel
atl,Officer/Executives,None,William C. Bartholomay,Chairman Emeritus
atl,Baseball Operations,Executives,Bill Acree,Director of Team Travel and Equipment Manager
atl,Baseball Operations,Executives,John Coppolella,Assistant General Manager
atl,Baseball Operations,Executives,Tony DeMacio,Director of Scouting
atl,Baseball Operations,Executives,Johnny Almaraz,Director of International Scouting and Operations
atl,Baseball Operations,Executives,Rolando Petit,Assistant Director of Latin American Operations
atl,Baseball Operations,Executives,Ronnie Richardson,Director of Minor League Operations
atl,Baseball Operations,Executives,Annie Lee,Executive Assistant
atl,Baseball Operations,Executives,Chris Rice,Executive Assistant
atl,Baseball Operations,Executives,Jim Fregosi,Special Assistant to GM
atl,Baseball Operations,Executives,Jose Martinez,Special Assistant to GM
atl,Baseball Operations,Executives,Bob Johnson,Special Assistant to GM/Advance Scout
atl,Baseball Operations,Executives,Lee Elia,Special Assistant to GM
atl,Baseball Operations,Executives,Matt Carroll,Special Assistant to GM
atl,Baseball Operations,Executives,Jeff Wren,Special Assistant to GM
atl,Baseball Operations,Executives,David Holliday,Special Assistant to GM
atl,Baseball Operations,Executives,Brad Sloan,Special Assistant to GM
atl,Baseball Operations,Executives,Alan Butts,Baseball Systems Operator/Bullpen Catcher
atl,Baseball Operations,Executives,Rob Smith,Video Coordinator
atl,Baseball Operations,Executives,Dixie Keller,Office Coordinator - Scouting
atl,Baseball Operations,Executives,Ron Knight,Baseball Operations Assistant
atl,Baseball Operations,Executives,Matt Grabowski,Baseball Operations Assistant
atl,Baseball Operations,Executives,AJ Scola,Baseball Operations Trainee
atl,Baseball Operations,Clubhouse,John Holland,Visiting Clubhouse Manager
atl,Baseball Operations,Clubhouse,Ben Acree,Assistant Clubhouse and Equipment Manager
atl,Baseball Operations,Clubhouse,Fred Stone,Assistant Visiting Clubhouse Manager
atl,Baseball Operations,Clubhouse,Chris Van Zant,Clubhouse and Team Travel Manager
atl,Baseball Operations,Clubhouse,Chris Drumheller,Chef/Athletic Nutrition Specialist
atl,Baseball Operations,Grounds Crew,Ed Mangan,Field Director
atl,Baseball Operations,Grounds Crew,Andrew Worrell,Field Manager
atl,Baseball Operations,Grounds Crew,Joe DiPlacido,Grounds Crew Assistant
atl,Baseball Operations,Medical Staff,Dr. Joe Chandler,Director of Medical Services Emeritus
atl,Baseball Operations,Medical Staff,Dr. Norman Elliott,Head Team Physician
atl,Baseball Operations,Medical Staff,Dr. Xavier Duralde,Lead Team Orthopedist
atl,Baseball Operations,Medical Staff,Jeff Porter,Head Athletic Trainer
atl,Baseball Operations,Medical Staff,Jim Lovell,Assistant Athletic Trainer
atl,Business Operations,Accounting,Kimberly Childress,Vice President and Controller
atl,Business Operations,Accounting,Robby Blake,Payroll Manager
atl,Business Operations,Accounting,Melissa Standridge,Accounts Payable Manager
atl,Business Operations,Accounting,Kelly Young ,Staff Accountant I
atl,Business Operations,Accounting,Matt Eaves,Staff Accountant I
atl,Business Operations,Accounting,Terrence Willoughby,Staff Accountant I
atl,Business Operations,Accounting,Lori Tubbs,Staff Accountant III
atl,Business Operations,Accounting,Brenda Hendricks,Accounting Assistant III
atl,Business Operations,Accounting,Danielle Stewart,Accounting Assistant III
atl,Business Operations,Accounting,Dawn Character,Administrative Assistant
atl,Business Operations,Administrative Services,Linda Miller,Administrative Services Manager
atl,Business Operations,Administrative Services,Donnie Ellenberg,Mail Center Clerk
atl,Business Operations,Administrative Services,Susan Bailey,Executive Assistant
atl,Business Operations,Administrative Services,Mindy Petzer,Executive Assistant
atl,Business Operations,Administrative Services,Christina Huff,Executive Assistant
atl,Business Operations,Administrative Services,Natalie McWright,Executive Assistant
atl,Business Operations,Guest Services,Erin Sheehan,"Senior Manager, Guest Services"
atl,Business Operations,Guest Services,Jan White,Guest Services Coordinator
atl,Business Operations,Guest Services,Franco Garcia,Guest Services Coordinator
atl,Business Operations,Guest Services,Chandler Faccento,Guest Services Trainee
atl,Business Operations,Human Resources,Lara Juras,Vice President of Human Resources
atl,Business Operations,Human Resources,Kelvin Scott,Human Resources Manager
atl,Business Operations,Human Resources,Elizabeth Jimenez,Human Resources Coordinator
atl,Business Operations,Human Resources,Crystal Digby,Human Resources Coordinator
atl,Business Operations,Information Technology,Greg Gatti,Sr. Director of Information Technology
atl,Business Operations,Information Technology,John Baxley,Senior Systems Engineer
atl,Business Operations,Information Technology,Michael Lothamer,Systems Analyst
atl,Business Operations,Information Technology,Ivan Ulloa,Systems Engineer
atl,Business Operations,Information Technology,Chip Graham,Audio Video Technical Manager
atl,Business Operations,Information Technology,Mark Phipps,Display Systems Engineer
atl,Business Operations,Information Technology,Michael Saunders,Network Engineer
atl,Business Operations,Information Technology,Scott Kelly,Senior Manager Infrastructure Services
atl,Business Operations,Information Technology,Grace Nash,Database Administrator Developer
atl,Business Operations,Merchandising,Robert A. Hope,Director of Merchandising
atl,Business Operations,Merchandising,Steve Goff,Assistant Director
atl,Business Operations,Merchandising,Luis Felix,Warehouse Coordinator
atl,Business Operations,Merchandising,Erin Rescigno,Store Manager
atl,Business Operations,Merchandising,Harry Dunn,Sales Associate
atl,Business Operations,Merchandising,Pamela Jackson,Sales Associate
atl,Business Operations,Merchandising,Lisa Williams,Merchandise Manager
atl,Business Operations,Merchandising,Alyse Costa,Merchandise Coordinator
atl,Business Operations,Museum,Carolyn Serra,Director of Museum/Hall of Fame
atl,Business Operations,Museum,Sam Wallace,Senior Museum Coordinator
atl,Business Operations,Special Events,Sabrina Jenkins,Director of Special Events
atl,Business Operations,Special Events,Melanie Ruffner,Senior Coordinator of Special Events
atl,Business Operations,Special Events,Kiarra Square,Special Events Trainee
atl,Business Operations,Stadium Operations and Security,Larry Bowman,Vice President Stadium Operations & Security
atl,Business Operations,Stadium Operations and Security,Nate Kelsey,Stadium Operations Manager
atl,Business Operations,Stadium Operations and Security,Vernon Nix,Security Manager
atl,Business Operations,Stadium Operations and Security,David Jones,Assistant Security Manager
atl,Business Operations,Stadium Operations and Security,Barbara Middlebrooks,Administrative Assistant
atl,Business Operations,Stadium Operations and Security,Donnie Charleston,Security Officer
atl,Business Operations,Stadium Operations and Security,Sylvester Dunn,Security Officer
atl,Business Operations,Stadium Operations and Security,Michael Ellington,Security Officer
atl,Business Operations,Stadium Operations and Security,Arthur Hinson,Security Officer
atl,Business Operations,Stadium Operations and Security,Terrance Knowles,Security Officer
atl,Business Operations,Stadium Operations and Security,Anita Mitchell,Security Officer
atl,Business Operations,Stadium Operations and Security,Manuel Newsome,Security Officer
atl,Business Operations,Stadium Operations and Security,Carolyn Strothers,Security Officer
atl,Business Operations,Stadium Operations and Security,Marge White,Switchboard/Receptionist
atl,Business Operations,Stadium Operations and Security,Open,Stadium Operations Trainee
atl,Business Operations,Properties,Eric Perestuk,Vice President of Facility Operations
atl,Business Operations,Properties,Mitchell Norton,Chief Engineer
atl,Business Operations,Properties,Dawn Gepfer,Facility Manager
atl,Business Operations,Properties,Eric Bitrick,Carpenter
atl,Business Operations,Properties,James Stovall,Locksmith
atl,Business Operations,Properties,Buster White,Electrical Lead
atl,Business Operations,Properties,James Jackson,Electrical Technician
atl,Business Operations,Properties,Bradley West,Electrical Technician
atl,Business Operations,Properties,Christopher Johnson,HVAC Lead
atl,Business Operations,Properties,Derrick Bland,HVAC Technician
atl,Business Operations,Properties,Hakim Edwards,HVAC Technician
atl,Business Operations,Properties,Joseph Campbell,General Maintenance Lead
atl,Business Operations,Properties,Kenneth Banks,General Maintenance Technician
atl,Business Operations,Properties,Brian Bernard,General Maintenance Technician
atl,Business Operations,Properties,Miguel Borjas,General Maintenance Technician
atl,Business Operations,Properties,Joseph Burgess,General Maintenance Technician
atl,Business Operations,Properties,Chris Colquitt,General Maintenance Technician
atl,Business Operations,Properties,Robert McCarthur,General Maintenance Technician
atl,Business Operations,Properties,Ronald Moody,General Maintenance Technician
atl,Business Operations,Properties,Pablo Rodriquez,General Maintenance Technician
atl,Business Operations,Properties,Mashawnda Vaughn,Office Administrator
atl,Business Operations,Legal,Greg Heller,Senior Vice President & General Counsel
atl,Business Operations,Legal,Jason Domir,Associate General Counsel
atl,Business Operations,Legal,Eve Porter,Coordinator of Legal and Business Affairs
atl,Sales and Marketing,Community Affairs,Ericka Newsome,Director of Community Affairs & Braves Foundation
atl,Sales and Marketing,Community Affairs,Janet Sevilla,Community Affairs Manager
atl,Sales and Marketing,Community Affairs,Stephen Bailey,Community Affairs Trainee
atl,Sales and Marketing,Community Affairs,Kathryn Bennett,Community Affairs Trainee
atl,Sales and Marketing,Community Affairs,Jarrod Simmons,Community Affairs Coordinator
atl,Sales and Marketing,Game Entertainment,Scott Cunningham,"Director, Game Entertainment"
atl,Sales and Marketing,Game Entertainment,Alan Hearn,Senior Manager of Promotions
atl,Sales and Marketing,Game Entertainment,Matt Montemayor,Senior Manager of Production
atl,Sales and Marketing,Game Entertainment,Cameron Carter,Production Assistant
atl,Sales and Marketing,Game Entertainment,Rick Chestnutt,Editor
atl,Sales and Marketing,Game Entertainment,Peter Torresan,Editor
atl,Sales and Marketing,Game Entertainment,Brandon J. Bissell,Senior Entertainment Manager
atl,Sales and Marketing,Game Entertainment,Melanie Catney,Game Entertainment Coordinator
atl,Sales and Marketing,Game Entertainment,Robert Clarke III,Production Trainee
atl,Sales and Marketing,Game Entertainment,Brenda Naples,Entertainment Trainee
atl,Sales and Marketing,Game Entertainment,Ryan Delgado,Promotions Trainee
atl,Sales and Marketing,Game Entertainment,Mac Ingram,Promotions Trainee
atl,Sales and Marketing,Sales and Marketing,Jim Williams,Senior Advisor to the Atlanta Braves
atl,Sales and Marketing,Corporate Partnerships,Jim Allen,Vice President of Corporate Partnerships
atl,Sales and Marketing,Corporate Partnerships,Trey Workman,Director of Corporate Partnerships and Radio Sales
atl,Sales and Marketing,Corporate Partnerships,Brad Jones,Director Partnership Services
atl,Sales and Marketing,Corporate Partnerships,Chad Clarke,Manager Corporate Partnerships
atl,Sales and Marketing,Corporate Partnerships,Drew King,Manager Corporate Partnerships
atl,Sales and Marketing,Corporate Partnerships,Mark Lehman,Manager Corporate Partnerships
atl,Sales and Marketing,Corporate Partnerships,Jennifer Holman,Manager Corporate Partnerships
atl,Sales and Marketing,Corporate Partnerships,Scott Williams,Manager Corporate Partnerships
atl,Sales and Marketing,Corporate Partnerships,Sara Arnold,Partner Services Coordinator
atl,Sales and Marketing,Corporate Partnerships,Megan Coghlin,Partner Services Coordinator
atl,Sales and Marketing,Corporate Partnerships,Alex Ritchey,Partner Services Coordinator
atl,Sales and Marketing,Corporate Partnerships,JP Hogan,Corporate Partnerships Trainee
atl,Sales and Marketing,Corporate Partnerships,Kenny Tracy,Corporate Partnerships Trainee
atl,Sales and Marketing,Marketing,Gus Eurton,Vice President of Marketing
atl,Sales and Marketing,Marketing,Hill Scott,Director of Marketing
atl,Sales and Marketing,Marketing,Brian Lapidus,Marketing Manager
atl,Sales and Marketing,Marketing,Jaime Kaufman,Marketing Coordinator
atl,Sales and Marketing,Marketing,Sam Taylor,Marketing Trainee
atl,Sales and Marketing,Marketing,Savannah Raymond,Marketing Trainee
atl,Sales and Marketing,Public Relations,Brad Hainje,Director of Media Relations
atl,Sales and Marketing,Public Relations,Beth Marshall,Director of Public Relations
atl,Sales and Marketing,Public Relations,Andy Littlefield-Pressley,Publications Manager
atl,Sales and Marketing,Public Relations,Adrienne Midgley,Media Relations Manager
atl,Sales and Marketing,Public Relations,Jim Misudek,Media Relations Coordinator
atl,Sales and Marketing,Public Relations,Adam DeCock,Public Relations Trainee
atl,Sales and Marketing,Public Relations,Jared Burleyson,Media Relations Trainee
atl,Sales and Marketing,Ticket Operations,Anthony Esposito,Director of Ticket Operations
atl,Sales and Marketing,Ticket Operations,Dan Holden,"Sr. Manager, Ticket Operations"
atl,Sales and Marketing,Ticket Operations,Bob Askin,"Sr. Manager, Ticket Operations"
atl,Sales and Marketing,Ticket Operations,Anita Bianconi,Season Ticket Coordinator
atl,Sales and Marketing,Ticket Operations,Joy Lurwig,Vault Supervisor
atl,Sales and Marketing,Ticket Operations,Cory Dalin,Ticket Operations Coordinator
atl,Sales and Marketing,Ticket Operations,Gloria Wickham,Ticket Operations Coordinator
atl,Sales and Marketing,Ticket Operations,James Cooper,Ticket Operations Coordinator
atl,Sales and Marketing,Ticket Operations,Kelli Edelbrock,Ticket Operations Financial Coordinator
atl,Sales and Marketing,Ticket Operations,Aimee Erbacher,Ticket Operations Trainee
atl,Sales and Marketing,Ticket Sales,Paul Adams,Vice President of Ticket Sales
atl,Sales and Marketing,Ticket Sales,Chad Graham,Director of Customer Relations Management
atl,Sales and Marketing,Ticket Sales,Joel Vece,"Director, Ticket Sales"
atl,Sales and Marketing,Ticket Sales,Richard Thornton,"Senior Manager, Ticket Sales"
atl,Sales and Marketing,Ticket Sales,Dan Eanes,"Manager, Ticket Sales"
atl,Sales and Marketing,Ticket Sales,Andrew Walters,"Manager, Client Services"
atl,Sales and Marketing,Ticket Sales,BJ Mitchell,"Sr. Account Executive, Client Services"
atl,Sales and Marketing,Ticket Sales,Melissa Farmer,"Account Executive, Client Services"
atl,Sales and Marketing,Ticket Sales,Nabil Yang,"Account Executive, Client Services"
atl,Sales and Marketing,Ticket Sales,Beth Hendrian,"Account Executive, Client Services"
atl,Sales and Marketing,Ticket Sales,Dennette Thornton,"Senior Manager, Groups and Premium Sales"
atl,Sales and Marketing,Ticket Sales,John Farrell,Premium Seating Manager
atl,Sales and Marketing,Ticket Sales,Justin Johnson,"Senior Account Executive, Group Sales"
atl,Sales and Marketing,Ticket Sales,Stacey Nicely,"Senior Account Executive, Group Sales"
atl,Sales and Marketing,Ticket Sales,Seth Condra,"Account Executive, Group Sales"
atl,Sales and Marketing,Ticket Sales,Natalie Galvin,"Account Executive, Group Sales"
atl,Sales and Marketing,Ticket Sales,Alex Ingle,"Account Executive, Group Sales"
atl,Sales and Marketing,Ticket Sales,Christine Godby,"Manager, New Sales"
atl,Sales and Marketing,Ticket Sales,Lauren Barnette,"Account Executive, New Accounts"
atl,Sales and Marketing,Ticket Sales,Chris Caudill,"Account Executive, New Accounts"
atl,Sales and Marketing,Ticket Sales,Casey Cochran,"Account Executive, New Accounts"
atl,Sales and Marketing,Ticket Sales,Michael Simmons,"Account Executive, New Accounts"
atl,Sales and Marketing,Ticket Sales,Leah Bishop,"Account Executive, New Accounts"
atl,Sales and Marketing,Ticket Sales,Justin Watkins,Business Analyst
atl,Sales and Marketing,Ticket Sales,Victoria DeButy,Interactive Marketing Coordinator
atl,Sales and Marketing,Ticket Sales,Alexia Amerson,Ticket Sales Trainee
atl,Sales and Marketing,Ticket Sales,Ashlee Baggett,Ticket Sales Trainee
atl,Sales and Marketing,Ticket Sales,Arthur Williams,Ticket Sales Trainee
atl,Sales and Marketing,Ticket Sales,Brent Kepner,Ticket Sales Trainee
atl,Sales and Marketing,Ticket Sales,Danson Smith,Ticket Sales Trainee
atl,Sales and Marketing,Ticket Sales,Katie Visco,Ticket Sales Trainee
atl,Sales and Marketing,Ticket Sales,Khi Gilkey,Ticket Sales Trainee
atl,Sales and Marketing,Ticket Sales,Web Barclay,Ticket Sales Trainee
kc,BOARD OF DIRECTORS,None,David Glass,Chairman/Owner
kc,BOARD OF DIRECTORS,None,Dan Glass,President
kc,BOARD OF DIRECTORS,None,Ruth Glass,Board member
kc,BOARD OF DIRECTORS,None,Don Glass,Board member
kc,BOARD OF DIRECTORS,None,Dayna Martz,Board member
kc,BOARD OF DIRECTORS,None,Julia Irene Kauffman,Board member
kc,OFFICERS,None,David Glass,CEO
kc,OFFICERS,None,Dan Glass,President
kc,OFFICERS,None,Dayton Moore,Senior Vice President - Baseball Operations/General Manager
kc,OFFICERS,None,Kevin Uhlich,Senior Vice President - Business Operations
kc,OFFICERS,None,Dean Taylor,Vice President - Baseball Operations/Assistant General Manager
kc,OFFICERS,None,George Brett,Vice President - Baseball Operations
kc,OFFICERS,None,David Laverentz,Vice President - Finance & Administration
kc,OFFICERS,None,Michael Swanson,Vice President - Communications & Broadcasting
kc,OFFICERS,None,Michael Bucek,Vice President - Marketing & Business Development
kc,OFFICERS,None,Bob Rice,Vice President - Ballpark Operations & Development
kc,OFFICERS,None,Toby Cook,Vice President - Community Affairs & Publicity
kc,OFFICERS,None,Dan Crabtree,General Counsel
kc,OFFICERS,None,Ginger Salem,Executive Administrative Assistant (Executive Staff)
kc,BASEBALL OPERATIONS,None,Dayton Moore,Senior Vice President - Baseball Operations/General Manager
kc,BASEBALL OPERATIONS,None,Dean Taylor,Vice President - Baseball Operations/Assistant General Manager
kc,BASEBALL OPERATIONS,None,J.J. Picollo,Assistant General Manager/Player Personnel
kc,BASEBALL OPERATIONS,None,Rene Francisco,Assistant General Manager/International Operations
kc,BASEBALL OPERATIONS,None,Jin Wong,Director - Baseball Administration
kc,BASEBALL OPERATIONS,None,Lonnie Goldberg,Director - Scouting
kc,BASEBALL OPERATIONS,None,Scott Sharp,Director - Player Development
kc,BASEBALL OPERATIONS,None,Gene Watson,Director - Professional Scouting
kc,BASEBALL OPERATIONS,None,Mike Groopman,Director - Baseball Analytics
kc,BASEBALL OPERATIONS,None,Art Stewart,Senior Advisor to the General Manager
kc,BASEBALL OPERATIONS,None,John Boles,Senior Advisor to the General Manager/Player Development
kc,BASEBALL OPERATIONS,None,Donnie Williams,Senior Advisor to the General Manager
kc,BASEBALL OPERATIONS,None,Mike Arbuckle,Senior Advisor to the General Manager/Scouting & Player Development
kc,BASEBALL OPERATIONS,None,Rafael Belliard,Advisor to the General Manager
kc,BASEBALL OPERATIONS,None,Pat Jones,Special Assistant to the General Manager
kc,BASEBALL OPERATIONS,None,Luis Medina,Special Assistant to the General Manager/Player Personnel
kc,BASEBALL OPERATIONS,None,Mike Toomey,Special Assistant to the General Manager
kc,BASEBALL OPERATIONS,None,Tim Conroy,Special Assistant to the General Manager
kc,BASEBALL OPERATIONS,None,"Jim Fregosi, Jr.",Special Assistant to the General Manager
kc,BASEBALL OPERATIONS,None,Mike Sweeney,Special Assistant to the General Manager
kc,BASEBALL OPERATIONS,None,Kyle Vena,Assistant Director - Player Development
kc,BASEBALL OPERATIONS,None,John Williams,Assistant Director - Baseball Analytics
kc,BASEBALL OPERATIONS,None,Orlando Estevez,Coordinator - Latin American Scouting
kc,BASEBALL OPERATIONS,None,Linda Smith,Manager - Scouting Operations 
kc,BASEBALL OPERATIONS,None,Nick Leto,Manager - Arizona Operations
kc,BASEBALL OPERATIONS,None,Jared Macke,Systems Architect - Baseball Analytics
kc,BASEBALL OPERATIONS,None,Daniel Mack,Analyst - Baseball Analytics
kc,BASEBALL OPERATIONS,None,Emily Penning,Executive Assistant to the General Manager
kc,BASEBALL OPERATIONS,None,Jack Monahan,Assistant to Amateur Scouting
kc,BASEBALL OPERATIONS,MAJOR LEAGUE SUPPORT STAFF,Jeff Davenport,Senior Director - Team Travel/Clubhouse Operations
kc,BASEBALL OPERATIONS,MAJOR LEAGUE SUPPORT STAFF,Patrick Gorman,Assistant Major League Equipment Manager
kc,BASEBALL OPERATIONS,MAJOR LEAGUE SUPPORT STAFF,Chuck Hawke,Visiting Clubhouse Manager
kc,BASEBALL OPERATIONS,MAJOR LEAGUE SUPPORT STAFF,Mark Topping,Video Coordinator
kc,BASEBALL OPERATIONS,MAJOR LEAGUE SUPPORT STAFF,Bill Duplissea,Major League Advance Scouting Coordinator/Bullpen Catcher
kc,BASEBALL OPERATIONS,MAJOR LEAGUE MEDICAL STAFF,Dr. Vincent Key,Team Physician
kc,BASEBALL OPERATIONS,MAJOR LEAGUE MEDICAL STAFF,Nick Kenney,Head Athletic Trainer
kc,BASEBALL OPERATIONS,MAJOR LEAGUE MEDICAL STAFF,Kyle Turner,Assistant Athletic Trainer
kc,BASEBALL OPERATIONS,MAJOR LEAGUE MEDICAL STAFF,Ryan Stoneberg,Strength & Conditioning Coach
kc,BASEBALL OPERATIONS,MAJOR LEAGUE MEDICAL STAFF,Jeff Blum,Physical Therapist/Rehab Coordinator
kc,BASEBALL OPERATIONS,MAJOR LEAGUE MEDICAL STAFF,Dr. Joshua Nelson,Associate Physician
kc,BASEBALL OPERATIONS,MAJOR LEAGUE MEDICAL STAFF,Dr. Bruce Toby,Associate Physician
kc,BASEBALL OPERATIONS,MAJOR LEAGUE MEDICAL STAFF,Dr. Joseph Noland,Associate Physician
kc,BASEBALL OPERATIONS,MAJOR LEAGUE MEDICAL STAFF,Dr. Elbie Loeb (Internal Medicine),Associate Physician
kc,BASEBALL OPERATIONS,MAJOR LEAGUE MEDICAL STAFF,Dr. Steven Joyce,Physician Emeritus
kc,BASEBALL OPERATIONS,MAJOR LEAGUE MEDICAL STAFF,"Patrick Hammond, D.C.",Team Chiropractor
kc,BASEBALL OPERATIONS,MAJOR LEAGUE MEDICAL STAFF,Rick Knoffer,Massage Therapist
kc,BUSINESS OPERATIONS,MAJOR LEAGUE MEDICAL STAFF,Kevin Uhlich,Senior Vice President - Business Operations
kc,BUSINESS OPERATIONS,MAJOR LEAGUE MEDICAL STAFF,Cindy Hamilton,Executive Administrative Assistant
kc,BUSINESS OPERATIONS,MAJOR LEAGUE MEDICAL STAFF,Justin Villarreal,Director-Authentic Merchandise Sales
kc,BUSINESS OPERATIONS,HALL OF FAME,Curt Nelson,Director - Royals Hall of Fame
kc,BUSINESS OPERATIONS,HALL OF FAME,Morrie Carlson,Manager - Tours/Educational Programs
kc,BUSINESS OPERATIONS,FINANCE & ADMINISTRATION,David Laverentz,Vice President - Finance & Administration
kc,BUSINESS OPERATIONS,FINANCE & ADMINISTRATION,Adam Tyhurst,Director - Finance
kc,BUSINESS OPERATIONS,FINANCE & ADMINISTRATION,Patrick Fleischmann,Director - Renovation Accounting/Risk Management
kc,BUSINESS OPERATIONS,FINANCE & ADMINISTRATION,Sydney Goodman,Accounting Manager
kc,BUSINESS OPERATIONS,FINANCE & ADMINISTRATION,Sienna Wagnon,Senior Accountant
kc,BUSINESS OPERATIONS,FINANCE & ADMINISTRATION,Jeannie Kenyon,Coordinator - Accounts Payable
kc,BUSINESS OPERATIONS,FINANCE & ADMINISTRATION,Tom Pfannenstiel,Senior Director - Payroll
